bookTitle,authorName,average_rating,num_ratings,genres
They Never Learn,Layne Fargo,3.94,"54,706",Biography
Dearie: The Remarkable Life of Julia Child,Bob Spitz,3.88,"9,339",Poetry
Something Happened,Joseph Heller,3.54,"8,137",Graphic Novel
"Riddle-Master (Riddle-Master, #1-3)",Patricia A. McKillip,4.22,"10,938",Nonfiction
Bloom,Elizabeth Scott,3.69,"13,587",Young Adult
"Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber (Bloody Jack, #3)",L.A. Meyer,4.34,"11,282",Self-Help
سقف الكفاية,محمد حسن علوان,3.5,"9,022",Adventure
The Law of Attraction: The Basics of the Teachings of Abraham,Esther Hicks,4.13,"22,771",Nonfiction
"Hush, Hush (Hush, Hush: The Graphic Novel, #1)",Derek Ruiz,4.24,"8,376",Graphic Novel
تصوف: منقذو الآلهة,Nikos Kazantzakis,4.08,"5,121",Fantasy
A Certain Age,Tama Janowitz,3.31,653,Poetry
"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,4.55,"10,195",Graphic Novel
The Last Report on the Miracles at Little No Horse,Louise Erdrich,4.19,"12,727",Young Adult
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,4.11,"72,029",Poetry
Relentless,Dean R. Koontz,3.77,"17,760",Philosophy
"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",Christopher Pike,4.08,"30,455",Nonfiction
"Caddie Woodlawn (Caddie Woodlawn, #1)",Carol Ryrie Brink,4.02,"52,123",Thriller
"As Dead As It Gets (Bad Girls Don't Die, #3)",Katie Alender,4.33,"8,482",Mystery
"Awaken (Abandon, #3)",Meg Cabot,3.91,"14,058",Biography
"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,4.25,"33,617",Nonfiction
My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins,3.66,"41,157",Historical
"The Broken Eye (Lightbringer, #3)",Brent Weeks,4.45,"63,812",Poetry
The Speed of Life,James Victor Jordan,4.31,302,Poetry
"Sing, Unburied, Sing",Jesmyn Ward,4.01,"135,585",Adventure
Behold the Dreamers,Imbolo Mbue,3.95,"80,596",Self-Help
The Body: A Guide for Occupants,Bill Bryson,4.32,"83,177",Biography
"Boyfriend Material (London Calling, #1)",Alexis  Hall,4.01,"129,376",Biography
Mourning Grey: Part Three The Guardians Of The Temple Saga,Marie Montine,4.38,408,Self-Help
Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,3.93,"34,781",Thriller
In My Dreams I Hold a Knife,Ashley Winstead,3.85,"97,788",Romance
Cleopatra and Frankenstein,Coco Mellors,3.75,"109,920",Graphic Novel
The Bodyguard,Katherine Center,3.98,"239,285",Biography
Five Smooth Stones,Ann Fairbairn,4.43,"3,373",Adventure
Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford,3.69,"11,391",Self-Help
"A Faint Cold Fear (Grant County, #3)",Karin Slaughter,4.05,"52,191",Biography
"Area 7 (Shane Schofield, #2)",Matthew Reilly,4.11,"18,590",Mystery
"Broken (Women of the Otherworld, #6)",Kelley Armstrong,4.18,"31,596",Philosophy
Boomerang: Travels in the New Third World,Michael   Lewis,3.9,"45,683",Thriller
The True Story of the 3 Little Pigs,Jon Scieszka,4.32,"191,502",Biography
"Dragonfly (Dragonfly Trilogy, #1)",Julia Golding,4.01,"8,511",Philosophy
"The Iron Legends (The Iron Fey, #1.5, 3.5, 4.5)",Julie Kagawa,4.23,"9,413",Biography
"Timebound (The Chronos Files, #1)",Rysa Walker,3.89,"29,613",Young Adult
"The Expats (Kate Moore, #1)",Chris  Pavone,3.5,"37,076",Fantasy
The Double Bind,Chris Bohjalian,3.63,"29,571",Young Adult
"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,3.76,"40,902",Philosophy
The Devil of Nanking,Mo Hayder,3.92,"10,957",Thriller
"Sovereign (Matthew Shardlake, #3)",C.J. Sansom,4.24,"29,303",Philosophy
"Five on a Treasure Island (Famous Five, #1)",Enid Blyton,4.11,"33,127",Nonfiction
Megan Meade's Guide to the McGowan Boys,Kate Brian,3.92,"32,723",Graphic Novel
"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,3.28,"32,372",Graphic Novel
"The Spook's Sacrifice (The Last Apprentice / Wardstone Chronicles, #6)",Joseph  Delaney,4.2,"15,449",Poetry
Life,Keith Richards,3.89,"94,038",Mystery
Look Again,Lisa Scottoline,3.88,"46,941",Horror
"The Maleficent Seven (Skulduggery Pleasant, #7.5)",Derek Landy,4.33,"7,277",Science Fiction
"Earth Girl (Earth Girl, #1)",Janet  Edwards,3.83,"5,662",Philosophy
"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger,4.13,"26,818",Mystery
The Varieties of Religious Experience,William  James,4.01,"12,154",Poetry
The Ordinary Princess,M.M. Kaye,4.21,"13,829",Graphic Novel
Lab Girl,Hope Jahren,3.98,"67,847",Adventure
Planet of the Apes,Pierre Boulle,3.98,"42,325",Biography
The Silent Patient,Alex Michaelides,4.18,"2,194,999",Poetry
"Death Note, Vol. 7: Zero (Death Note, #7)",Tsugumi Ohba,4.44,"27,933",Self-Help
Letters from the Earth: Uncensored Writings,Mark Twain,4.2,"8,009",Romance
"Love Bites (Argeneau, #2)",Lynsay Sands,4.11,"25,348",Horror
"The Doll People (Doll People, #1)",Ann M. Martin,4.06,"16,557",Poetry
"Fortune's Favorites (Masters of Rome, #3)",Colleen McCullough,4.39,"8,266",Horror
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,4.05,"30,628",Adventure
When It Happens,Susane Colasanti,3.74,"35,891",Graphic Novel
"The Beginning: Born at Midnight and Awake at Dawn (Shadow Falls, #1-2)",C.C. Hunter,4.5,"3,841",Adventure
The Encyclopedia of the Dead,Danilo Kiš,4.07,"3,424",Science Fiction
Blackberry Wine,Joanne Harris,3.83,"15,927",Fiction
"Agent Zigzag: A True Story of Nazi Espionage, Love, and Betrayal",Ben Macintyre,4.13,"17,878",Poetry
Rooftoppers,Katherine Rundell,4.07,"14,918",Nonfiction
"Vicious (Sinners of Saint, #1)",L.J. Shen,3.96,"135,541",Thriller
Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,4.22,"37,280",Philosophy
"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,4.37,"57,797",Romance
"The Hand on the Wall (Truly Devious, #3)",Maureen Johnson,4.14,"77,994",Mystery
"Tiger and the Robot (Chandler Gray, #1)",Grahame Shannon,4.38,228,Fiction
Jennifer Government,Max Barry,3.67,"15,072",Mystery
Alaska,James A. Michener,4.15,"14,751",Young Adult
Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,4.17,"7,618",Graphic Novel
La ciudad de los prodigios,Eduardo Mendoza,3.89,"4,829",Biography
"The Moomins and the Great Flood (The Moomins, #1)",Tove Jansson,4.03,"17,861",Science Fiction
The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour,James D. Hornfischer,4.34,"10,748",Nonfiction
Winning,Jack Welch,3.85,"42,291",Fantasy
Tribe: On Homecoming and Belonging,Sebastian Junger,4.02,"44,600",Science Fiction
"'night, Mother",Marsha Norman,3.91,"12,375",Biography
Girl in Hyacinth Blue,Susan Vreeland,3.74,"40,053",Science Fiction
How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,3.98,"24,773",Philosophy
"The Forest House (Avalon, #2)",Marion Zimmer Bradley,3.87,"19,109",Fiction
A Kestrel for a Knave,Barry Hines,4.05,"6,866",Historical
"Rock Bottom (Tristan & Danika, #2)",R.K. Lilley,4.42,"21,750",Historical
"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong,4.07,"36,232",Philosophy
"Thoughtful (Thoughtless, #4)",S.C. Stephens,4.23,"17,312",Self-Help
"Jackaby (Jackaby, #1)",William  Ritter,3.83,"30,470",Nonfiction
Salvage the Bones,Jesmyn Ward,3.96,"64,974",Biography
Slow Brewing Tea (Slow Brewing Tea Series),Randy Loubier,3.3,"1,798",Thriller
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,3.77,"104,083",Young Adult
"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,3.88,"105,398",Philosophy
Death Note: Another Note - The Los Angeles BB Murder Cases,NisiOisiN,4.27,"13,214",Horror
It Can't Happen Here,Sinclair Lewis,3.78,"19,621",Young Adult
Babel-17,Samuel R. Delany,3.73,"18,004",Nonfiction
"Cemetery Dance (Pendergast, #9)",Douglas Preston,4.03,"28,451",Young Adult
"Reboot (Reboot, #1)",Amy Tintera,3.89,"33,404",Romance
Himnaríki og helvíti,Jón Kalman Stefánsson,4.17,"5,996",Fantasy
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.08,"123,574",Young Adult
The Hating Game,Sally  Thorne,3.9,"717,064",Nonfiction
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.88,"7,962",Poetry
Agnes Grey,Anne Brontë,3.71,"70,944",Adventure
Лавина,Blaga Dimitrova,4.46,"1,627",Biography
Z for Zachariah,Robert C. O'Brien,3.67,"16,432",Mystery
Me and Mr. Darcy,Alexandra Potter,3.22,"13,403",Historical
The Girls' Guide to Hunting and Fishing,Melissa Bank,3.36,"137,091",Romance
Stranger with My Face,Lois Duncan,3.9,"9,709",Fantasy
"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,4.11,"33,813",Mystery
"Blood Feud (Drake Chronicles, #2)",Alyxandra Harvey,4.11,"13,857",Science Fiction
Once...,James Herbert,3.74,"4,798",Science Fiction
"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,4.04,"49,070",Graphic Novel
"Moominvalley in November (The Moomins, #9)",Tove Jansson,4.29,"9,388",Adventure
Bloodlands: Europe Between Hitler and Stalin,Timothy Snyder,4.38,"16,578",Mystery
"Min kamp 2 (Min kamp, #2)",Karl Ove Knausgård,4.33,"21,397",Fiction
Nerve,Jeanne Ryan,3.3,"27,496",Young Adult
"Waking Gods (Themis Files, #2)",Sylvain Neuvel,4.01,"46,097",Graphic Novel
I Will Always Write Back: How One Letter Changed Two Lives,Caitlin Alifirenka,4.39,"25,602",Thriller
"The Immortals (Immortals, #1-4)",Tamora Pierce,4.59,"8,149",Thriller
"Dark Life (Dark Life, #1)",Kat Falls,3.9,"14,836",Mystery
"Monster High (Monster High, #1)",Lisi Harrison,3.69,"10,164",Romance
Carter Beats the Devil,Glen David Gold,4.09,"13,715",Biography
Prokleta avlija,Ivo Andrić,4.26,"9,968",Historical
"Raid (Unfinished Hero, #3)",Kristen Ashley,4.2,"32,788",Poetry
"Promise Me Darkness (Promise Me, #1)",Paige Weaver,4.07,"10,247",Horror
"Warrior Rising (Goddess Summoning, #6)",P.C. Cast,4.13,"5,566",Science Fiction
If You Find Me,Emily  Murdoch,4.08,"22,892",Horror
The Good Soldiers,David Finkel,4.22,"8,396",Self-Help
"The Chosen (Black Dagger Brotherhood, #15)",J.R. Ward,4.31,"26,693",Adventure
The Enormous Crocodile,Roald Dahl,3.78,"21,568",Fiction
"Frozen Charlotte (Frozen Charlotte, #1)",Alex Bell,4.22,"10,555",Thriller
"Dark Challenge (Dark, #5)",Christine Feehan,4.25,"23,235",Science Fiction
Wall and Piece,Banksy,3.85,"226,657",Philosophy
"The Force of Wind (Elemental Mysteries, #3)",Elizabeth   Hunter,4.29,"13,833",Mystery
"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell,4.31,"30,786",Historical
Letter to His Father,Franz Kafka,4.0,"36,776",Fiction
A Sound of Thunder,Ray Bradbury,4.08,"7,288",Fiction
All of Me,Kevine Walcott,4.42,122,Adventure
"Aru Shah and the Tree of Wishes (Pandava, #3)",Roshani Chokshi,4.39,"6,709",Thriller
"Peril at End House (Hercule Poirot, #8)",Agatha Christie,4.0,"69,183",Fiction
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,4.29,"11,052",Adventure
The Custom of the Country,Edith Wharton,4.06,"14,036",Philosophy
Beatrice and Virgil,Yann Martel,3.18,"21,375",Self-Help
"Lone Wolf (Wolves of the Beyond, #1)",Kathryn Lasky,4.18,"11,446",Biography
My Inventions,Nikola Tesla,3.9,"10,858",Poetry
"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,4.13,"35,897",Nonfiction
"Music of the Heart (Runaway Train, #1)",Katie Ashley,3.99,"35,568",Poetry
Song of Myself,Walt Whitman,4.16,"14,762",Adventure
Venus in Furs,Leopold von Sacher-Masoch,3.63,"14,405",Adventure
Darth Plagueis,James Luceno,4.16,"28,355",Young Adult
"Ozma of Oz (Oz, #3)",L. Frank Baum,3.96,"25,152",Science Fiction
The Girl with the Louding Voice,Abi Daré,4.43,"150,014",Fantasy
The Scarlet Thread,Francine Rivers,4.19,"33,191",Graphic Novel
Shadow of the Moon,M.M. Kaye,4.23,"4,470",Science Fiction
"Audrey, Wait!",Robin Benway,3.76,"14,702",Fantasy
"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,4.03,"25,737",Fantasy
The Complete Short Novels,Anton Chekhov,4.47,"11,680",Young Adult
Doll Bones,Holly Black,3.68,"28,633",Young Adult
"Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #2)",J.K. Rowling,4.03,"46,185",Thriller
Words on Bathroom Walls,Julia Walton,4.08,"14,406",Thriller
"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,4.11,"88,710",Romance
"The Tin Roof Blowdown (Dave Robicheaux, #16)",James Lee Burke,4.18,"14,456",Biography
Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,4.66,"6,942",Biography
"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger,4.0,"16,859",Thriller
"Flirt (Anita Blake, Vampire Hunter, #18)",Laurell K. Hamilton,3.75,"35,349",Horror
"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks,4.04,"32,748",Biography
Temple,Matthew Reilly,4.06,"21,453",Science Fiction
"The Shadow Queen (The Black Jewels, #7)",Anne Bishop,4.34,"12,928",Fiction
Last Man Standing,David Baldacci,4.06,"51,604",Nonfiction
"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",Maggie Stiefvater,3.66,"33,165",Young Adult
The Book of Revelation,Rupert Thomson,3.57,"1,163",Graphic Novel
The Cheerleaders,Kara Thomas,3.76,"43,662",Romance
Fairy Tale,Stephen King,4.11,"237,322",Philosophy
"Time of the Twins (Dragonlance: Legends, #1)",Margaret Weis,4.17,"36,427",Graphic Novel
The Changeling,Zilpha Keatley Snyder,4.18,"1,509",Self-Help
Espedair Street,Iain Banks,3.89,"7,820",Thriller
"The Grass Crown (Masters of Rome, #2)",Colleen McCullough,4.33,"12,480",Philosophy
The Universe in a Nutshell,Stephen Hawking,4.18,"42,705",Poetry
"Sun and Moon, Ice and Snow",Jessica Day George,3.99,"22,210",Fantasy
Stories I Only Tell My Friends,Rob Lowe,3.86,"79,385",Adventure
"Tempting the Best Man (Gamble Brothers, #1)",J. Lynn,3.68,"35,431",Self-Help
"A Severe Mercy: A Story of Faith, Tragedy, and Triumph",Sheldon Vanauken,4.27,"21,214",Biography
"The Fever Series (Fever, #1-5)",Karen Marie Moning,4.63,"6,651",Historical
The Golem,Gustav Meyrink,3.84,"7,986",Thriller
"The Stonekeeper (Amulet, #1)",Kazu Kibuishi,4.17,"100,730",Horror
"The Selection Series 0.5, 1-2 Box Set (The Selection, #0.5, 1-2)",Kiera Cass,4.58,"3,379",Science Fiction
"Move the Sun (Signal Bend, #1)",Susan Fanetti,3.79,"7,593",Science Fiction
"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,3.95,"168,189",Fantasy
Wait for It,Mariana Zapata,4.3,"94,826",Fiction
Wolf Hollow (Wolf Hollow #1),Lauren Wolk,4.19,"27,058",Poetry
The Sun Down Motel,Simone St. James,4.02,"150,221",Self-Help
Little Earthquakes,Jennifer Weiner,3.79,"89,827",Mystery
"Private (Private, #1)",Kate Brian,3.78,"19,321",Self-Help
Existentialism is a Humanism,Jean-Paul Sartre,3.98,"37,802",Poetry
The Last Summer of You and Me,Ann Brashares,3.59,"32,093",Fantasy
"Shadow (New Species, #9)",Laurann Dohner,4.22,"15,432",Horror
"Rage of the Fallen (The Last Apprentice / Wardstone Chronicles, #8)",Joseph  Delaney,4.25,"14,479",Biography
"Let It Bleed (Inspector Rebus, #7)",Ian Rankin,4.03,"15,483",Graphic Novel
Phaedo,Plato,4.07,"14,215",Science Fiction
"Loamhedge (Redwall, #16)",Brian Jacques,3.95,"10,936",Historical
The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,4.09,"26,164",Thriller
Our Man in Havana,Graham Greene,3.94,"36,211",Mystery
"Cinder & Ella (Cinder & Ella, #1)",Kelly Oram,4.21,"34,952",Poetry
"Hidden Bodies (You, #2)",Caroline Kepnes,3.74,"79,926",Young Adult
The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel,4.25,"36,340",Philosophy
The Trouble With Being Born,Emil M. Cioran,4.11,"8,802",Philosophy
The Wicked Deep,Shea Ernshaw,3.86,"41,140",Poetry
The Idiot,Elif Batuman,3.67,"80,228",Fiction
"Heartless (Pretty Little Liars, #7)",Sara Shepard,4.03,"43,160",Science Fiction
"Silent in the Grave (Lady Julia Grey, #1)",Deanna Raybourn,3.91,"26,137",Fantasy
"Remember (Redemption, #2)",Karen Kingsbury,4.42,"23,635",Poetry
The Princess,Lori Wick,4.14,"13,660",Self-Help
"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz,4.29,"33,785",Thriller
Legacy,Susan  Kay,4.15,"3,070",Fiction
"Falling Under (Falling Under, #1)",Gwen Hayes,3.78,"16,552",Nonfiction
"Blackout (Newsflesh, #3)",Mira Grant,4.08,"22,954",Philosophy
Andersonville,MacKinlay Kantor,4.1,"8,124",Adventure
"Seven Minutes in Heaven (The Lying Game, #6)",Sara Shepard,4.19,"9,755",Biography
"Persuader (Jack Reacher, #7)",Lee Child,4.13,"90,083",Horror
The Prince of Thieves,Alexandre Dumas,4.02,"17,432",Graphic Novel
The Bone Garden,Tess Gerritsen,4.05,"30,245",Philosophy
The Checklist Manifesto: How to Get Things Right,Atul Gawande,4.04,"68,744",Poetry
The Wrong Family,Tarryn Fisher,3.48,"69,678",Graphic Novel
Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.86,"69,828",Horror
The Palace of Dreams,Ismail Kadare,3.97,"4,745",Self-Help
"Heaven (Casteel, #1)",V.C. Andrews,4.04,"24,604",Self-Help
My Most Excellent Year,Steve Kluger,4.05,"7,673",Philosophy
"Robots and Empire (Robot, #4)",Isaac Asimov,4.22,"33,131",Thriller
"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,3.93,"59,278",Mystery
The King of Elfland's Daughter,Lord Dunsany,3.83,"7,816",Young Adult
"Breathe (Breathe, #1)",Sarah Crossan,3.68,"17,852",Science Fiction
"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,3.98,"74,615",Thriller
نصف ميت دفن حيًا,حسن الجندي,3.95,"10,952",Fantasy
Adultery,Paulo Coelho,3.09,"56,618",Adventure
Fire and Hemlock,Diana Wynne Jones,3.97,"10,626",Biography
"Dark Reunion (The Vampire Diaries, #4)",L.J. Smith,3.5,"28,759",Philosophy
Heart on a Chain,Cindy C. Bennett,4.03,"17,232",Graphic Novel
"Hana (Delirium, #1.5)",Lauren Oliver,3.63,"23,821",Graphic Novel
"The Madman's Daughter (The Madman's Daughter, #1)",Megan Shepherd,3.68,"24,308",Philosophy
"Until You (Westmoreland, #3)",Judith McNaught,4.12,"22,367",Graphic Novel
Fatelessness,Imre Kertész,4.07,"11,877",Nonfiction
"Frostblood (Frostblood Saga, #1)",Elly Blake,3.83,"35,265",Mystery
"The Black Tower (Adam Dalgliesh, #5)",P.D. James,3.96,"19,311",Horror
Beautiful You,Chuck Palahniuk,3.04,"18,484",Nonfiction
"Greenglass House (Greenglass House, #1)",Kate Milford,4.02,"23,620",Mystery
People Who Eat Darkness: The True Story of a Young Woman Who Vanished from the Streets of Tokyo—and the Evil That Swallowed Her Up,Richard Lloyd Parry,3.78,"22,014",Adventure
The Paper Bag Princess,Robert Munsch,4.31,"51,152",Young Adult
"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin,3.81,"53,048",Young Adult
Full Tilt,Neal Shusterman,3.88,"8,984",Fiction
Velocity,Dean Koontz,3.87,"64,427",Young Adult
"A Bear Called Paddington (Paddington, #1)",Michael Bond,4.23,"82,772",Fantasy
"Physik (Septimus Heap, #3)",Angie Sage,4.02,"54,467",Romance
"Shalador's Lady (The Black Jewels, #8)",Anne Bishop,4.37,"11,825",Science Fiction
"The Rowan (The Tower and the Hive, #1)",Anne McCaffrey,4.05,"17,648",Poetry
"Up from the Grave (Night Huntress, #7)",Jeaniene Frost,4.27,"32,855",Nonfiction
"Consumed (Consumed, #1)",Skyla Madi,4.07,"14,898",Fantasy
Lullabies (Volume 2) (Lang Leav),Lang Leav,3.98,"27,618",Young Adult
Dreams of Leaving,Rupert Thomson,3.82,499,Graphic Novel
"Samantha's Revenge (Arcadia's Children, #1)",Andrew R.  Williams,4.42,191,Self-Help
High Noon,Nora Roberts,4.03,"30,895",Biography
The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal,4.12,"9,131",Self-Help
The Wall,Jean-Paul Sartre,4.07,"25,335",Fiction
Herzog,Saul Bellow,3.76,"21,536",Romance
The Book of Lies,Aleister Crowley,3.82,"3,982",Self-Help
"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,4.01,"50,725",Mystery
Never Look Away,Linwood Barclay,4.03,"19,205",Mystery
Tikki Tikki Tembo,Arlene Mosel,4.2,"64,572",Young Adult
The Summer Book,Tove Jansson,4.03,"39,359",Romance
"The Goddess Hunt (Goddess Test, #1.5)",Aimee Carter,3.8,"9,487",Mystery
"You Had Me At Hello (You Had Me At Hello, #1)",Mhairi McFarlane,3.79,"32,598",Self-Help
"The Dangerous Gift (Wings of Fire, #14)",Tui T. Sutherland,4.48,"9,854",Nonfiction
Ours (Mine #3),Julie Mannino,3.97,29,Philosophy
Possessing the Secret of Joy,Alice Walker,4.09,"15,395",Romance
"Beyond Tuesday Morning (9/11, #2)",Karen Kingsbury,4.35,"11,287",Science Fiction
"A Course in Miracles: Combined Volume - Volume I : Text, Volume II: Workbook for Students, Volume III: Manual for Teachers",Foundation for Inner Peace,4.19,"32,314",Horror
"Nice Girls Don't Live Forever (Jane Jameson, #3)",Molly Harper,4.18,"14,606",Mystery
Bidadari Bidadari Surga,Tere Liye,4.33,"8,205",Fiction
"Everwild (Skinjacker, #2)",Neal Shusterman,4.21,"13,880",Philosophy
Freedom from the Known,J. Krishnamurti,4.29,"10,706",Philosophy
"Sometimes It Lasts (Sea Breeze, #5)",Abbi Glines,4.26,"27,770",Philosophy
Saving Grace,Julie Garwood,4.26,"28,689",Horror
"The Queen (The Selection, #0.4)",Kiera Cass,3.82,"50,009",Nonfiction
Improbable,Adam Fawer,4.14,"15,610",Poetry
Home,Toni Morrison,3.82,"25,287",Science Fiction
My Best Friend's Brother,M.J. Thompson,3.47,722,Fantasy
"The Kept Woman (Will Trent, #8)",Karin Slaughter,4.14,"67,998",Nonfiction
The Five Gates of Hell,Rupert Thomson,3.69,484,Philosophy
Notes on an Execution,Danya Kukafka,4.08,"90,368",Thriller
"Ark Angel (Alex Rider, #6)",Anthony Horowitz,4.12,"47,349",Young Adult
The Violent Bear It Away,Flannery O'Connor,4.08,"13,902",Self-Help
The Collected Tales of Nikolai Gogol,Nikolai Gogol,4.35,"14,764",Mystery
Ignorance,Milan Kundera,3.81,"24,347",Mystery
So Much Closer,Susane Colasanti,3.68,"9,580",Science Fiction
Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,3.92,"8,851",Thriller
"A Perfect Blood (The Hollows, #10)",Kim Harrison,4.38,"37,323",Nonfiction
Meant to Be,Lauren Morrill,3.69,"16,590",Romance
Pygmy,Chuck Palahniuk,2.98,"29,241",Biography
The Abolition of Man,C.S. Lewis,4.11,"34,453",Graphic Novel
The Singing Creek Where the Willows Grow,Opal Whiteley,4.25,909,Fiction
Byzantium,Stephen R. Lawhead,4.21,"5,113",Nonfiction
Ireland,Frank Delaney,4.04,"11,377",Thriller
Take a Thief (Valdemar #25),Mercedes Lackey,4.15,"13,801",Horror
Dark Matter: A Ghost Story,Michelle Paver,3.96,"18,049",Adventure
Tilt,Ellen Hopkins,4.2,"17,472",Self-Help
Journey to Ixtlan: The Lessons of Don Juan,Carlos Castaneda,4.11,"12,938",Science Fiction
"Burn (Breathless, #3)",Maya Banks,3.98,"44,808",Self-Help
Coming up for Air,George Orwell,3.79,"18,193",Philosophy
Kuyucaklı Yusuf,Sabahattin Ali,4.21,"20,021",Science Fiction
Captains and the Kings: The Story of an American Dynasty,Taylor Caldwell,4.14,"19,256",Philosophy
"The Bloody Crown of Conan (Conan the Cimmerian, #2)",Robert E. Howard,4.31,"5,020",Biography
"Burning Chrome (Sprawl, #0)",William Gibson,4.06,"39,819",Science Fiction
"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,4.06,"31,532",Thriller
There's No Such Place As Far Away,Richard Bach,3.95,"4,589",Nonfiction
"Into the Still Blue (Under the Never Sky, #3)",Veronica Rossi,4.15,"46,221",Poetry
"In Flight (Up in the Air, #1)",R.K. Lilley,4.07,"78,263",Fiction
The Return of Philip Latinowicz,Miroslav Krleža,3.51,"2,851",Adventure
"One Week Girlfriend (One Week Girlfriend, #1)",Monica  Murphy,3.91,"53,924",Adventure
"Beautiful Player (Beautiful Bastard, #3)",Christina Lauren,4.25,"74,602",Self-Help
Asylum: A Hidden Tale - Sinister Tales,Anna Gallegos,4.09,35,Poetry
The Covenant,James A. Michener,4.21,"21,118",Self-Help
Dinner at the Homesick Restaurant / The Accidental Tourist / Breathing Lessons,Anne Tyler,4.12,725,Biography
"The Big Sleep / Farewell, My Lovely (Philip Marlowe, #1-2)",Raymond Chandler,4.24,890,Nonfiction
"The Dragon and the George (Dragon Knight, #1)",Gordon R. Dickson,3.9,"6,508",Poetry
"Altered (Altered, #1)",Jennifer Rush,4.01,"19,802",Young Adult
The Collected Poems of Emily Dickinson,Emily Dickinson,4.23,"14,994",Self-Help
The Perfect Mother,Aimee Molloy,3.53,"59,368",Mystery
Yours (Mine #2),Julie Mannino,3.77,31,Young Adult
"Midnight Predator (Den of Shadows, #4)",Amelia Atwater-Rhodes,4.02,"8,921",Young Adult
Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,3.92,"82,144",Fiction
Gone to Soldiers,Marge Piercy,4.26,"4,995",Philosophy
"Eyes Like Stars (Théâtre Illuminata, #1)",Lisa Mantchev,3.72,"12,630",Graphic Novel
"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,3.93,"17,317",Self-Help
A Mercy,Toni Morrison,3.75,"29,007",Fantasy
"Naked Heat (Nikki Heat, #2)",Richard Castle,3.79,"25,364",Philosophy
"The Autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,4.33,"22,687",Horror
"Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,4.1,"71,915",Self-Help
Griffin & Sabine (Griffin & Sabine #1),Nick Bantock,4.02,"69,213",Fiction
"Edge of Dawn (Midnight Breed, #11)",Lara Adrian,4.23,"12,783",Young Adult
"Rush Too Far (Rosemary Beach, #4; Too Far, #4)",Abbi Glines,4.19,"33,281",Fiction
Home: A Hidden Tale - Sinister Tales,Anna Gallegos,4.45,31,Biography
